lens_id,historical_decision,model_decision,category,model_reason
"094-269-099-416-550","exclude","retain","conflict","The record explicitly concerns hatchery-reared steelhead (Oncorhynchus mykiss, an eligible species), Oregon hatcheries, and aquaculture/fish-health production practices."
"094-435-251-727-400","exclude","retain","conflict","The abstract explicitly discusses salmon aquaculture within aquaculture farms and integrated multi-trophic mariculture, establishing both eligible salmon relevance and aquaculture context."
"095-616-794-585-540","exclude","retain","conflict","The study explicitly examines rainbow trout (Oncorhynchus mykiss) in lake cages, and the listed Central Fisheries Research Institute affiliation includes a Department of Aquaculture, supporting an aquaculture context."
"095-934-401-547-329","retain","exclude","conflict","Although Atlantic Salmon and aquaculture are mentioned, the study concerns hatchery production solely for restocking wild populations and release into the wild, which is excluded."
"099-168-680-768-153","exclude","retain","conflict","The abstract explicitly discusses salmon as an aquaculture-enhanced fishery within a broader review of aquaculture and ocean food systems."
"099-496-745-004-131","exclude","retain","conflict","The study explicitly examines farm-relevant feeding performance and fillet quality in rainbow trout (Oncorhynchus mykiss) using commercial feed, establishing both eligible species and aquaculture context."
"099-648-073-063-568","exclude","retain","conflict","The book explicitly covers practical feeding, culture, and production of salmon and trout, establishing eligible species and aquaculture relevance."
"101-251-205-125-375","retain","exclude","conflict","Although the record concerns aquaculture, the only relevant fish are identified generically as “salmonids,” with no eligible salmon or rainbow trout species explicitly named."
"101-384-586-908-347","retain","exclude","conflict","Although commercial aquaculture and Saprolegnia are discussed, salmon and trout are mentioned only as illustrative examples (“such as”), without establishing that the study concerns an eligible species or salmon aquaculture specifically."
"101-702-814-471-222","exclude","retain","conflict","The study explicitly examines rainbow trout (Oncorhynchus mykiss), and the author affiliation includes a Department of Aquaculture, establishing aquaculture context despite the experimental toxicology focus."
"102-339-116-421-597","exclude","retain","conflict","The record explicitly examines aquaculture products and salmon consumption in a commercial food-market context, establishing both eligible species and aquaculture relevance."
"102-441-479-575-57X","retain","exclude","conflict","Although chum salmon and private salmon farming are identified, the study concerns hatchery artificial reproduction solely for stock preservation and increasing river catches, i.e. stock enhancement rather than commercial aquaculture."
"102-621-765-982-713","exclude","retain","conflict","The study explicitly concerns rainbow trout (Oncorhynchus mykiss) and evaluates rearing under rigorous commercial conditions in the aquaculture journal Aquaculture."
"103-487-623-000-712","exclude","retain","conflict","The study explicitly concerns rainbow trout fry (Oncorhynchus mykiss) and aquaculture-related disease diagnosis and treatment, establishing relevance to farmed trout production."
"104-388-126-771-914","exclude","retain","conflict","The study explicitly concerns aquaculture diets and disease/sea-lice challenges in salmonids, with salmon-specific pathogens and Lepeophtheirus salmonis, but does not identify an eligible salmon species; explicit salmonid species evidence is therefore limited."
"105-657-224-105-447","exclude","retain","conflict","The record explicitly studies Atlantic salmon (Salmo salar) production and a soybean meal diet in the aquaculture-focused journal Aquaculture Nutrition, establishing commercial aquaculture relevance."
"105-981-409-652-150","exclude","retain","conflict","The review explicitly identifies salmon and trout among transgenic fish developed for aquaculture and discusses their importance to aquaculture production and fish farmers."
"106-208-816-441-850","exclude","retain","conflict","The abstract explicitly identifies Atlantic salmon and discusses photoperiod regimes used in aquaculture to optimize artificial rearing, establishing both eligible species and aquaculture context."
"106-532-883-945-981","exclude","retain","conflict","The abstract explicitly identifies Atlantic salmon among farmed species and addresses aquaculture production, consumption, and data management."
"106-836-945-157-642","exclude","retain","conflict","The abstract explicitly identifies Salmo gairdneri (rainbow trout) and its farming in an aquaculture-focused journal."
"107-923-147-178-950","exclude","retain","conflict","The study explicitly examines rainbow trout (Oncorhynchus mykiss) larvae fed artificial diets, establishing an aquaculture production-related context."
"109-510-930-265-033","exclude","retain","conflict","The study explicitly examines rainbow trout (Oncorhynchus mykiss) fed diets in a production-focused aquaculture study, supported by its publication in Aquaculture International."
"110-400-910-703-890","exclude","retain","conflict","The study explicitly uses coho salmon (Oncorhynchus kisutch) and an aquaculture antibiotic, establishing an eligible species and a direct aquaculture-related input."
"110-588-529-097-438","exclude","retain","conflict","The study concerns aquaculture breeding programs and explicitly compares cultured Arctic charr with Atlantic salmon and rainbow trout, establishing both eligible species and aquaculture relevance."
"112-816-721-206-256","exclude","retain","conflict","The study explicitly examines farmed Atlantic salmon fed commercial diets and challenged with aquaculture-relevant diseases, establishing both eligible species and production context."
"115-395-502-576-296","exclude","retain","conflict","The study explicitly examines Salmosan, a treatment used for sea lice on farmed salmon, and its toxicity to non-target crayfish, establishing a direct salmon-aquaculture impact context."
"115-982-610-313-350","exclude","retain","conflict","The abstract explicitly concerns organic aquaculture standards and includes production systems for salmon, establishing both eligible salmon context and aquaculture relevance."
"117-049-952-253-882","exclude","retain","conflict","The study explicitly examines rainbow trout (Oncorhynchus mykiss) juveniles and commercial diets in a feeding experiment, establishing eligible species and aquaculture production relevance."
"117-679-308-325-730","exclude","retain","conflict","The study explicitly uses Atlantic salmon (Salmo salar) fed a commercial diet and evaluates production and antiviral outcomes, establishing commercial aquaculture relevance."
"118-589-749-606-295","exclude","retain","conflict","The study explicitly evaluates Salmosan treatment used on salmonids for sea lice and its effects on lobsters near salmon farms, establishing a direct salmon-aquaculture impact context."
"119-708-828-966-104","exclude","retain","conflict","The abstract explicitly concerns Pacific (Oncorhynchus) and Atlantic (Salmo) salmon and discusses aquaculture selection, artificial reproduction, hatchery populations, and fish-industry applications."
"121-924-625-213-872","exclude","retain","conflict","The record studies salmon fillets, and publication in the explicitly aquaculture-focused journal Aquaculture supports the aquaculture context."
"122-204-752-505-406","retain","exclude","conflict","The review concerns aquaculture bioinformatics broadly, with salmon aquaculture mentioned only as one example/resource rather than as an eligible species or salmon-aquaculture subject."
"123-038-362-818-525","exclude","retain","conflict","The abstract explicitly identifies rainbow trout and salmon and examines BKD prevention and diagnostics in aquaculture populations."
"123-740-748-694-772","exclude","retain","conflict","The study explicitly includes rainbow trout (Oncorhynchus mykiss) and Atlantic salmon (Salmo salar) and examines digestion during rearing and feed manufacturing in an aquaculture context."
"127-985-557-446-558","exclude","retain","conflict","The record explicitly discusses genetically modified salmon as a biotechnology product case study and addresses its regulation and commercialization, establishing relevance to commercial salmon production."
"133-130-580-555-30X","exclude","retain","conflict","The abstract explicitly identifies Atlantic salmon as infected by Vibrio splendidus, and the phage was isolated and tested in an aquaculture context."
"138-002-553-232-412","retain","exclude","conflict","Although the abstract concerns salmonid farming and pancreas disease, it identifies the affected fish only generically as salmonids and does not establish an eligible salmon or rainbow trout species."
"141-097-942-893-276","retain","exclude","conflict","Although the study concerns eligible Chinook salmon, it examines feral Great Lakes fish and provides no connection to commercial aquaculture."
"141-313-128-353-893","retain","exclude","conflict","Although salmon is analyzed, it is identified as Baltic fish rather than farmed, while the farmed fish are only described generically as trout, which does not establish an eligible species."
"141-410-687-676-722","exclude","retain","conflict","The study explicitly examines rainbow trout (Oncorhynchus mykiss) given a commercial diet in a controlled tank feeding experiment, establishing aquaculture production relevance."
"146-148-150-449-336","exclude","retain","conflict","The abstract explicitly discusses transgenic salmon and aquaculture broodstocks, establishing an eligible species and aquaculture context."
"153-541-305-616-712","exclude","retain","conflict","The study explicitly examines Atlantic salmon (Salmo salar) smolts, vaccination, and seawater transfer in the aquaculture journal Aquaculture, establishing production-related aquaculture relevance."
"153-908-714-039-328","retain","exclude","conflict","Although rainbow trout is identified, the record concerns introduced/wild fish populations and does not establish commercial aquaculture of rainbow trout or salmon."
"155-453-569-031-737","exclude","retain","conflict","The title explicitly concerns salmon aquaculture and domestication, establishing both eligible salmon relevance and an aquaculture context."
"156-873-110-817-565","exclude","retain","conflict","The abstract explicitly references salmon farmers, establishing relevant salmon aquaculture context, and the book examines food-business and farming impacts."
"157-440-403-098-229","retain","exclude","conflict","Although the study concerns eligible pink salmon, it examines wild invasive fish captured in rivers, with aquaculture mentioned only as background risk context and no commercial farming connection."
"159-787-937-637-384","exclude","retain","conflict","The study concerns salmon products and explicitly involves industry-processed cold-smoked salmon, with affiliation and funding tied to fisheries and aquaculture research/industry, establishing aquaculture-processing relevance."
"166-243-402-555-006","exclude","retain","conflict","The record explicitly concerns farmed fish and includes quality issues in the salmon industry, establishing relevant farmed salmon aquaculture context."
"167-131-080-243-279","retain","exclude","conflict","The study directly concerns unspecified salmonids, and generic salmonid terminology does not establish an eligible species even though testing included farm samples and salmonid aquaculture."
"167-892-869-046-041","exclude","retain","conflict","The study explicitly examines farmed rainbow trout (Oncorhynchus mykiss) eggs under aquaculture conditions and addresses rainbow trout farming sustainability."
"176-725-509-060-139","retain","exclude","conflict","Although the study concerns rainbow trout, it analyzes only wild-caught Alaskan fish and mentions aquaculture only as background, without evaluating farmed production or an aquaculture-related impact."
"184-312-818-428-106","exclude","retain","conflict","The study explicitly examines rainbow trout (Oncorhynchus mykiss) fed commercial and formulated diets, with the Aquaculture Nutrition journal and aquaculture-focused affiliation supporting commercial aquaculture relevance."
"186-300-313-564-887","exclude","retain","conflict","The study explicitly examines farmed rainbow trout (Oncorhynchus mykiss) fed commercial astaxanthin in tanks, establishing eligible species and aquaculture-production context."
"188-088-771-027-402","exclude","retain","conflict","The record explicitly studies Atlantic salmon (Salmo salar) and oxygen conditions in aquaculture incubation systems and sea-cage rearing."
"189-705-966-165-909","exclude","retain","conflict","The title explicitly concerns Scotland and Norway salmon farms, establishing both relevant salmon context and commercial aquaculture relevance."
"190-069-018-690-501","exclude","retain","conflict","The record explicitly concerns Atlantic salmon and triploidy validation in a commercial setting, with funding from AquaGen Scotland Ltd and an Institute of Aquaculture affiliation, establishing commercial aquaculture relevance."
"192-329-728-951-164","exclude","retain","conflict","The study explicitly examines fed rainbow trout (Oncorhynchus mykiss) fingerlings and productive performance using commercial feed, establishing eligible species and aquaculture production context."
"198-014-932-270-704","exclude","retain","conflict","The study examines salmon-lice effects on wild Arctic char, and the explicit keyword “aquaculture environment interactions” establishes a connection to salmon aquaculture impacts."
"000-178-771-837-238","retain","exclude","conflict","Although the record clearly concerns farmed salmonids in Norway, no eligible species is identified beyond the generic term “salmonids.”"
"000-605-628-762-759","exclude","retain","conflict","The record explicitly concerns Atlantic salmon fillets processed at a commercial smokehouse, establishing both eligible species and aquaculture-related commercial seafood processing relevance."
"000-821-383-560-687","exclude","retain","conflict","The abstract explicitly discusses transgenic salmon and application of gene transfer to commercial aquaculture broodstocks and food-fish production."
"001-384-601-243-262","exclude","retain","conflict","The study explicitly tests residues in salmon fish and fish feeds, and the title/abstract explicitly concerns aquaculture products, establishing eligible species and aquaculture relevance."
"002-780-914-252-515","exclude","retain","conflict","Rainbow trout is explicitly identified, and the pathogen is linked to serious disease outbreaks in fish farms, establishing aquaculture relevance."
"003-284-935-262-302","exclude","retain","conflict","The study explicitly examines Atlantic salmon (Salmo salar) fed experimental and commercial diets, establishing relevance to farmed salmon aquaculture nutrition and feed production."
"003-948-875-172-733","exclude","retain","conflict","The study explicitly examines farmed rainbow trout (Oncorhynchus mykiss) from a commercial strain under fishmeal- and plant-based production diets, with affiliations including the National Center for Cool and Cold Water Aquaculture and Troutlodge."
"004-258-863-991-254","exclude","retain","conflict","The study explicitly concerns Atlantic salmon and has aquaculture relevance stated in the abstract, supported by an affiliation in Animal and Aquacultural Sciences."
"004-393-922-221-877","exclude","retain","conflict","The review explicitly concerns aquaculture and identifies salmon among Canadian aquaculture/seafood species, with relevance to zoonotic bacteria and antimicrobial resistance."
"005-627-028-580-563","exclude","retain","conflict","The review explicitly concerns aquaculture and identifies salmon as an aquaculture quality-attribute application, establishing eligible salmon relevance and aquaculture context."
"005-725-407-778-288","exclude","retain","conflict","The title and abstract explicitly identify farm-relevant rainbow trout (Oncorhynchus mykiss) and examine dietary phytase and nutrient utilization in trout feeds, with Aquaculture Research and a fish culture station supporting aquaculture context."
"005-790-109-615-115","retain","exclude","conflict","Although Atlantic salmon (Salmo salar) tissue is studied, the record provides no evidence that the samples or study concern commercial aquaculture or farmed salmon."
"006-201-080-969-830","exclude","retain","conflict","The study explicitly concerns rainbow trout (Oncorhynchus mykiss) and identifies aquaculture as the relevant production context, examining genetic maturity traits important for aquaculture."
"006-211-384-062-903","exclude","retain","conflict","The abstract explicitly studies rainbow trout (Oncorhynchus mykiss) egg quality and discusses aquaculture conditions, supported by an aquaculture-focused affiliation."
"006-537-740-263-446","retain","exclude","conflict","The record concerns diagnosis of CMS in wild Atlantic salmon, with farmed salmon mentioned only as background and no evaluation of a commercial aquaculture connection."
"008-029-075-049-504","exclude","retain","conflict","The study explicitly examines rainbow trout (Oncorhynchus mykiss) and feed efficiency in the context of commercial breeding programs, with research conducted at an experimental pisciculture facility."
"008-550-210-618-288","exclude","retain","conflict","The study examines Atlantic salmon (Salmo salar), and its abstract explicitly identifies the species as important in aquaculture; an author is affiliated with Tassal Operations, supporting aquaculture relevance."
"008-881-918-960-042","exclude","retain","conflict","The study explicitly examines Atlantic salmon (Salmo salar) and states that the fasting practice is used prior to handling in commercial culture of the species, establishing aquaculture relevance."
"009-679-933-177-707","exclude","retain","conflict","The record concerns commercially produced protein approved for use in salmon feed, establishing a direct connection to salmon aquaculture inputs."
"010-653-087-645-929","exclude","retain","conflict","The study explicitly concerns rainbow trout (Oncorhynchus mykiss) and production-related vaccination and growth performance, with an affiliation at the DFO/UBC Centre for Aquaculture and Environmental Research and Clear Springs Foods Inc."
"010-806-670-871-848","exclude","retain","conflict","The abstract explicitly discusses salmon and amino acid/protein requirements in fish reared for market and commercial diet formulation, establishing eligible salmon aquaculture relevance."
"011-050-469-560-545","retain","exclude","conflict","The record concerns disease surveillance in returning wild Atlantic salmon, and the keyword “Aquaculture” provides no explicit connection to salmon farming or aquaculture impacts."
"012-420-045-691-607","exclude","retain","conflict","The symposium contents explicitly cover Atlantic and Pacific salmon culture, rearing, and spawning in marine net-pens, establishing eligible species and aquaculture relevance."
"012-568-822-440-126","retain","exclude","conflict","Although the study concerns antimicrobial treatment in farmed salmonids and salmon farms, no eligible salmon or rainbow trout species is identified; the direct study uses only generic “salmonid” terminology."
"012-829-510-022-358","exclude","retain","conflict","The study explicitly examines Chinook salmon and states its relevance to this farmed species, with funding and affiliations from New Zealand King Salmon and Skretting Australia establishing commercial aquaculture context."
"012-930-584-265-973","exclude","retain","conflict","The proceedings explicitly include a study of slaughter procedures in aquacultured salmon, establishing both eligible salmon and aquaculture relevance."
"014-150-904-694-298","exclude","retain","conflict","The study explicitly examines juvenile rainbow trout (Oncorhynchus mykiss) under feeding regimes using a commercial trout diet, establishing relevance to farmed-trout production."
"014-622-137-507-14X","retain","exclude","conflict","Although pink salmon is explicitly identified, the record concerns wild/traditional fishing and only mentions aquaculture as a proposed solution, not as the study context."
"015-190-142-127-045","exclude","retain","conflict","The study explicitly examines Atlantic salmon fed commercial and experimental diets in Aquaculture, establishing both eligible species and aquaculture production relevance."
"015-915-429-123-792","exclude","retain","conflict","The title and abstract explicitly identify rainbow trout (Oncorhynchus mykiss) and feeding with commercial-like diets in an Aquaculture Nutrition study, establishing farmed aquaculture relevance."
"017-474-612-703-025","exclude","retain","conflict","The study explicitly examines rainbow trout (Oncorhynchus mykiss) fed manufactured fish feed, including commercial herring meal, in the aquaculture journal Aquaculture, establishing eligible species and production-related feed context."
"017-687-183-206-088","retain","exclude","conflict","Although Atlantic salmon (Salmo salar) is identified, the record concerns a salmon caught in a river's commercial fishery and provides no evidence of commercial aquaculture or a salmon-farming connection."
"018-795-804-696-863","exclude","retain","conflict","The title explicitly identifies Atlantic salmon and commercial processing/retail display, establishing an eligible species and production-related context."
"020-244-833-841-370","exclude","retain","conflict","The abstract explicitly evaluates life-cycle impacts in the aquaculture salmon sector, establishing both eligible salmon and aquaculture context."
"020-906-798-269-208","retain","exclude","conflict","The study directly examines Atlantic cod, not an eligible salmon or rainbow trout species, while farmed Atlantic salmon is mentioned only as background regarding prior pathogen reports."
"021-407-781-108-491","exclude","retain","conflict","The record explicitly concerns salmon lice and delousing salmonids on commercial marine farms, establishing a direct salmon-aquaculture context under the salmon-louse rule."
"022-031-916-112-302","exclude","retain","conflict","The study explicitly examines Atlantic salmon in a tank-based system and develops a biosensor for monitoring, with commercial-purpose and aquaculture-related institutional context supporting relevance to farmed salmon production."
"022-133-814-349-20X","exclude","retain","conflict","The abstract explicitly links salmonid alphavirus to the farmed salmon and trout industry, establishing relevant salmon aquaculture context."
"022-972-958-404-72X","exclude","retain","conflict","The abstract explicitly addresses expanding aquaculture industries and salmon cage rearing, including disease and introduction risks."
"023-098-208-736-643","exclude","retain","conflict","The title and abstract explicitly identify rainbow trout (Oncorhynchus mykiss) and evaluate digestibility of processed feed ingredients, with the aquaculture-focused journal and diet-production context establishing relevance to commercial aquaculture."
"023-729-335-828-602","retain","exclude","conflict","Aquaculture context is explicit, but salmon appears only as an illustrative example of flesh coloration and is not the study species or a specific salmon aquaculture subject."
"024-094-430-660-422","exclude","retain","conflict","The record explicitly concerns Atlantic salmon (Salmo salar) and production-related traits, with affiliation to salmon aquaculture company Tassal Ltd., establishing commercial aquaculture relevance."
"024-225-794-006-445","exclude","retain","conflict","The abstract explicitly discusses protecting Atlantic salmon from vibriosis and phage therapy applications in aquaculture, establishing both eligible species and aquaculture relevance."
"024-308-409-684-578","exclude","retain","conflict","The title explicitly concerns sediment from Norwegian and Scottish salmon farms, establishing relevant salmon aquaculture context."
"024-754-562-665-154","exclude","retain","conflict","The study explicitly examines farm-relevant rainbow trout (Oncorhynchus mykiss) and tests supplemental methionine diets in Aquaculture Research, establishing production-related aquaculture relevance."
"025-001-287-660-489","exclude","retain","conflict","The abstract explicitly studies farmed rainbow trout (Oncorhynchus mykiss) receiving experimental diets, establishing both eligible species and aquaculture context."
"025-444-819-473-450","exclude","retain","conflict","The abstract explicitly concerns Gyrodactylus salaris threatening farmed Atlantic salmon stocks in Norway and addresses disease-management implications for salmon aquaculture."
"026-989-937-874-593","retain","exclude","conflict","Although rainbow trout and coho salmon are mentioned, the study analyzes pathogen isolates from ayu and other fish in Japan, with salmonid farming only as generic background and no substantive connection to commercial aquaculture."
"027-137-102-967-333","exclude","retain","conflict","The study explicitly concerns farmed Atlantic salmon (Salmo salar), satisfying both the eligible-species and commercial aquaculture-context criteria."
"027-195-617-355-307","retain","exclude","conflict","The chapter concerns generic fish feeding and disease resistance, with no eligible salmon or rainbow trout species and no explicit commercial aquaculture context."
"027-657-020-298-462","exclude","retain","conflict","The abstract explicitly discusses aquaculture for ocean salmon and defines aquaculture as breeding, rearing, and harvesting, establishing eligible salmon and aquaculture relevance."
"028-035-095-603-281","exclude","retain","conflict","The title explicitly identifies farmed Atlantic salmon and examines dietary effects on fillet flavor, establishing both eligible species and aquaculture production relevance."
"028-223-496-507-934","exclude","retain","conflict","The erratum concerns rainbow trout (Oncorhynchus mykiss) and is published in Aquaculture, with the underlying study addressing physiological responses to hypoxia in production-relevant fish; corrections to an otherwise eligible study are retained."
"028-632-129-302-889","exclude","retain","conflict","The obituary explicitly discusses farmed Atlantic salmon and interactions between farmed and wild salmon, including hybridization research, establishing eligible species and aquaculture relevance."
"029-022-337-051-058","exclude","retain","conflict","The abstract explicitly identifies salmon as a farmed species and examines genetically modified fish and their potential market import, establishing relevant aquaculture context."
"029-183-929-619-601","exclude","retain","conflict","The study explicitly concerns rainbow trout (Oncorhynchus mykiss) and large-scale egg fertilization using cryopreserved semen, a production-related aquaculture process, in the aquaculture journal Aquaculture."
"030-548-449-613-758","retain","exclude","conflict","The study concerns a reovirus in wild largemouth bass; farmed salmon are mentioned only as context for a related virus, with no eligible salmon species or salmon-aquaculture study."
"032-235-912-160-187","exclude","retain","conflict","The study explicitly examines farm-relevant dietary feeding of rainbow trout (Oncorhynchus mykiss) using commercial fish feed in a 60-day growth and immunity trial."
"032-796-473-337-058","retain","exclude","conflict","Although the abstract establishes marine farming context, the directly studied fish are identified only as generic “salmonid” fish, with no eligible salmon or rainbow trout species explicitly identified."
"033-100-106-976-016","exclude","retain","conflict","The study explicitly includes Atlantic salmon (Salmo salar) and examines transmission risks involving farmed halibut and farmed fish, establishing eligible salmon aquaculture relevance."
"034-902-012-328-457","exclude","retain","conflict","The abstract explicitly identifies astaxanthin as a feed additive in the salmon and trout aquaculture industry, establishing eligible salmon/trout aquaculture relevance."
"035-257-916-925-737","exclude","retain","conflict","The abstract explicitly identifies Atlantic salmon and states that the intervention used farmed salmon, establishing both eligible species and aquaculture context."
"036-131-848-767-740","exclude","retain","conflict","The title explicitly identifies rainbow trout, and the abstract concerns feeding systems, farmer-directed diets, growth, and nutrient requirements in the aquaculture journal Aquaculture, establishing farmed-production relevance."
"036-230-033-733-615","exclude","retain","conflict","The study explicitly concerns Atlantic salmon and a commercial breeding program with broodstock and commercial sib-test populations, establishing aquaculture production relevance."
"036-964-324-426-175","exclude","retain","conflict","The abstract explicitly mentions salmon fry at a fish farm exposed to contaminated water, establishing eligible salmon and aquaculture context despite the article’s primary focus on swimming pools."
"037-921-148-050-637","retain","exclude","conflict","Although rainbow trout is explicit, the study concerns stocked fisheries, hatchery conditions, and conservation/restocking in Munnar rather than commercial aquaculture production."
"038-659-458-767-196","exclude","retain","conflict","The review explicitly discusses aquaculture-driven fish introductions and includes Atlantic salmon (Salmo salar) among the introduced species in Turkish inland waters."
"039-068-655-862-047","exclude","retain","conflict","The book explicitly discusses chemicals in farmed salmon and their environmental/ethical impacts, establishing eligible salmon aquaculture relevance."
"039-565-809-448-453","exclude","retain","conflict","The book explicitly includes a chapter on cultured Chinook salmon and aquaculture drug residues, establishing both an eligible species and aquaculture-production relevance."
"039-776-206-777-223","exclude","retain","conflict","Rainbow trout (Oncorhynchus mykiss) are explicitly studied, and the research is connected to pathogens isolated from cultured burbot at a commercial production facility and commercial aquaculture."
"040-801-432-876-016","exclude","retain","conflict","The record explicitly includes farmed salmon and trout among the analyzed aquatic animals, establishing eligible species and aquaculture relevance."
"041-119-046-531-612","exclude","retain","conflict","The study explicitly concerns Atlantic salmon and is affiliated with the Norwegian Institute of Fisheries and Aquaculture Ltd, providing aquaculture-context evidence."
"041-285-239-646-225","exclude","retain","conflict","The record explicitly concerns salmon feed production and compares poultry PAP with fish meal, satisfying the eligible salmon and aquaculture-feed criteria."
"042-748-831-546-201","exclude","retain","conflict","The abstract explicitly identifies Atlantic salmon and discusses its disease-resistant breeding within mariculture/aquaculture genetic improvement programs."
"043-106-115-582-289","exclude","retain","conflict","The study explicitly concerns sockeye salmon (Oncorhynchus nerka) and fishmeal from commercial processing by-products, satisfying the fishmeal inclusion rule."
"043-320-291-170-934","exclude","retain","conflict","The study explicitly concerns rainbow trout (Oncorhynchus mykiss) and identifies aquacultural research as its context, with publication in Aquaculture."
"044-228-899-727-061","retain","exclude","conflict","Although the study concerns farmed salmonids and salmon-lice treatments, no eligible species is identified beyond the generic term “salmonids.”"
"044-793-528-209-97X","exclude","retain","conflict","The record explicitly concerns Atlantic salmon (Salmo salar) and aquafeed/diets, establishing eligible species and commercial aquaculture production relevance."
"046-347-509-425-071","exclude","retain","conflict","The abstract explicitly identifies salmon as a target group for aquaculture and reviews polyploid utilization in aquaculture, establishing both eligible salmon and aquaculture relevance."
"046-372-702-275-516","retain","exclude","conflict","Although it concerns farmed Atlantic salmon, the stated purpose is artificial reproduction and restoration of depleted wild populations, which is hatchery-based stock enhancement rather than commercial aquaculture."
"046-704-883-031-067","retain","exclude","conflict","The study concerns wild Arctic charr, an ineligible species, and mentions salmon farming only as general background rather than evaluating an aquaculture impact."
"047-257-512-513-192","retain","exclude","conflict","Although the study concerns Atlantic salmon, it evaluates hatchery-released and wild fish straying, with fish farms mentioned only in a peripheral management recommendation rather than as an aquaculture exposure or production context."
"048-633-998-519-801","exclude","retain","conflict","The study concerns Atlantic salmon (Salmo salar) eggs obtained from a commercial hatchery, establishing an eligible species and commercial aquaculture context."
"052-338-831-571-299","retain","exclude","conflict","The study directly examines non-eligible Eleginops maclovinus, while Salmo salar is only an illustrative example of a farmed species and no substantive salmon-aquaculture connection is established."
"052-607-038-568-855","exclude","retain","conflict","The study explicitly examines rainbow trout (Oncorhynchus mykiss) and is affiliated with the USDA-ARS Hagerman Fish Culture Experiment Station, establishing a fish-culture/aquaculture context."
"053-619-857-923-448","exclude","retain","conflict","The study explicitly examines farmed Atlantic salmon (Salmo salar) fed commercial diets in the aquaculture-focused journal Aquaculture, establishing both eligible species and aquaculture context."
"054-249-513-358-220","exclude","retain","conflict","The abstract explicitly concerns salmons grown in pond farms and recirculating aquaculture systems, establishing both eligible salmon context and aquaculture relevance."
"054-371-815-874-836","exclude","retain","conflict","The study analyzes salmon and trout oils, and the explicitly aquaculture-focused SINTEF Fisheries and Aquaculture affiliation supports commercial aquaculture relevance."
"056-433-951-825-338","exclude","retain","conflict","The abstract explicitly identifies chinook and sockeye salmon genes and states the objective is producing transgenic tilapia strains for aquaculture, establishing eligible salmon relevance and aquaculture context."
"058-679-122-041-088","exclude","retain","conflict","The study explicitly concerns rainbow trout (Oncorhynchus mykiss) brood fish fed commercial and formulated diets, establishing production-related aquaculture relevance."
"059-032-610-764-348","exclude","retain","conflict","The study explicitly examines rainbow trout (Salmo gairdneri, a historical synonym) reared to commercializable size with feeding in a semi-scale production setting."
"060-026-514-836-297","exclude","retain","conflict","The abstract explicitly discusses aquaculture in Latin America and identifies salmon production in Chile, establishing eligible salmon and aquaculture relevance."
"061-460-838-347-99X","exclude","retain","conflict","The record explicitly concerns cultured salmonids and commercial aquaculture impacts, and includes eligible sockeye, Chinook, and rainbow trout."
"062-045-072-462-705","retain","exclude","conflict","Although Atlantic salmon is identified, the study concerns wild smolt migration and stocking impacts at river weirs, with fish-farm inlets mentioned only incidentally and no commercial aquaculture focus."
"062-646-120-438-683","exclude","retain","conflict","The record explicitly concerns rainbow trout and sleeping disease affecting salmonid fish farmers, establishing both eligible species and aquaculture relevance."
"062-757-242-701-584","exclude","retain","conflict","The record explicitly concerns aquaculture certification and identifies salmon among species covered by BAP standards, establishing an eligible salmon aquaculture connection despite using shrimp and tilapia as examples."
"062-796-192-291-565","exclude","retain","conflict","The study explicitly examines rainbow trout (Oncorhynchus mykiss) and surrogate broodstock/gamete-production biotechnology for reproduction of commercial species, establishing production-related aquaculture relevance."
"068-456-156-734-872","retain","exclude","conflict","Atlantic salmon is identified, but the record provides no evidence of aquaculture, farming, or other commercial production context."
"070-042-712-345-029","retain","exclude","conflict","Although the title and aquaculture-focused source indicate aquaculture relevance, no eligible salmon or rainbow trout species, or explicit salmon-farming context, is identified."
"070-523-591-747-255","retain","exclude","conflict","The record concerns the wild Alaska salmon fishery, with farmed fish mentioned only as generic market competition and no clear eligible salmon aquaculture context."
"071-115-182-760-006","exclude","retain","conflict","The study explicitly examines rainbow trout (Oncorhynchus mykiss) juveniles fed experimental and commercial trout diets, establishing production-related aquaculture relevance."
"072-297-657-222-989","exclude","retain","conflict","The study explicitly examines smoked, farmed Atlantic salmon (Salmo salar), establishing both eligible species and aquaculture-product context."
"072-508-092-636-857","retain","exclude","conflict","The study concerns farmed European seabass and gilthead seabream, while Atlantic salmon is mentioned only as a background comparison rather than the study subject."
"072-764-053-466-309","exclude","retain","conflict","The abstract explicitly identifies rainbow trout (Oncorhynchus mykiss) production and commercial all-female/triploid production, with semen cryopreservation intended to improve hatchery operations."
"073-384-284-278-817","retain","exclude","conflict","The paper addresses aquaculture generically, with salmon aquaculture mentioned only as an illustrative example, so eligible-species relevance is not established."
"074-255-912-265-036","exclude","retain","conflict","The title explicitly identifies Tasmanian salmon and traces it from farm to court, establishing an eligible salmon aquaculture context."
"075-134-552-694-958","exclude","retain","conflict","The study explicitly evaluates IHNV transmission relevant to farmed Atlantic salmon (Salmo salar), establishing both eligible species context and a direct aquaculture disease connection despite testing Pacific herring."
"076-031-649-337-281","exclude","retain","conflict","The review explicitly mentions fish farms for Atlantic salmon and their effects on the Southeast Alaskan fishery, establishing both eligible species and aquaculture relevance."
