lens_id,historical_decision,model_decision,category,model_reason
"166-242-632-261-236","retain","retain","agreement","The record explicitly concerns farmed salmon in salmon farm pens and sea-lice control using an underwater drone."
"166-314-736-193-127","retain","retain","agreement","The record explicitly concerns rainbow trout (Oncorhynchus mykiss) produced through an integrated recirculating aquaculture system, including grow-out, reproduction, eggs, fry, juveniles, and adults."
"166-416-237-512-59X","exclude","exclude","agreement","The record concerns British perceptions of the Swedish welfare state and provides no eligible salmon species or commercial aquaculture context."
"166-600-201-056-625","","retain","new_retain","The study explicitly examines coho salmon exposed to oxytetracycline in an aquaculture context, including antibiotics used for fish raised in aquaculture and applications to improve aquaculture and fish health."
"166-766-763-201-433","retain","retain","agreement","The abstract explicitly identifies Atlantic farmed salmon and a dietary intervention using farmed salmon, establishing both an eligible species and aquaculture context."
"166-988-486-992-858","exclude","exclude","agreement","Although Pacific salmon are identified, the study concerns wild salmon fisheries, subsistence, and fisheries management, with no commercial aquaculture or farming context."
"167-121-153-244-741","","uncertain","new_uncertain","The title establishes an aquaculture context but identifies only generic “salmonid” rather than an eligible salmon or rainbow trout species."
"167-272-593-334-52X","exclude","retain","conflict","The study directly examines rainbow trout, and publication in the explicitly aquaculture-focused journal Aquaculture establishes the relevant aquaculture context."
"167-402-569-901-670","retain","retain","agreement","The study concerns Atlantic salmon and explicitly discusses salmon aquaculture, with additional affiliation to Cooke Aquaculture Inc., establishing aquaculture relevance."
"167-516-919-927-009","","retain","new_retain","The title explicitly concerns farmed Atlantic salmon and commercial diet, establishing both an eligible species and commercial aquaculture context."
"167-668-286-079-187","","retain","new_retain","The record explicitly concerns rainbow trout (Oncorhynchus mykiss) and fish farming/aquaculture, including a fish-farming affiliation."
"167-720-698-043-127","retain","retain","agreement","The study explicitly examines farmed rainbow trout (Oncorhynchus mykiss) fed experimental diets in an aquaculture context, including fishmeal and aquaculture feed sustainability."
"167-886-686-841-287","exclude","exclude","agreement","Although chum salmon is an eligible species, the study concerns fry stocking for commercial fishing and population support in rivers, not commercial aquaculture."
"168-032-171-810-307","exclude","exclude","agreement","Although salmon calcitonin is mentioned, the review concerns oral drug delivery and provides no commercial aquaculture or farmed salmon context."
"168-112-541-867-90X","","retain","new_retain","The study concerns Atlantic salmon and explicitly evaluates interactions with farmed/hatchery salmon and aquaculture indicators including market fish, cage sites, and yearly production."
"168-252-560-844-804","retain","retain","agreement","The abstract explicitly identifies commercially cultured coho salmon and rainbow trout in net-pens and examines salmon-louse infestation in this farming context."
"168-366-002-141-093","retain","retain","agreement","The record explicitly studies farmed rainbow trout (Oncorhynchus mykiss) in 107 fish farms, establishing both eligible species and commercial aquaculture context."
"168-415-826-150-273","retain","retain","agreement","The title and abstract explicitly identify Atlantic salmon and farmed aquaculture, including commercially available aquaculture feeds and carry-over testing in farmed fish."
"168-579-095-179-005","","exclude","new_exclude","The study concerns tiger barb, an ineligible species; mentioning a salmonid diet does not establish an eligible salmon species or salmon aquaculture context."
"168-753-608-830-977","retain","retain","agreement","The study explicitly concerns Atlantic salmon (Salmo salar) and evaluates salmon aquaculture as a possible driver of decline in the wild Conne River population."
"168-837-111-142-528","exclude","retain","conflict","The study concerns rainbow trout fillets and includes an affiliation with an Inland Water Aquaculture Research Center, establishing relevant aquaculture context for this processing study."
"168-906-106-868-259","retain","retain","agreement","The title explicitly identifies rainbow trout (Oncorhynchus mykiss) and farming in brackish-water ponds at a shrimp farming complex, establishing eligible aquaculture context."
"168-999-222-152-835","retain","retain","agreement","The study explicitly concerns Atlantic salmon (Salmo salar) and discusses applications in a breeding program for farmed Atlantic salmon, establishing commercial aquaculture relevance."
"169-056-577-358-018","retain","retain","agreement","The abstract explicitly concerns marine farmed Atlantic salmon (Salmo salar) and investigates amoebic gill disease and bacterial influences in laboratory and farm settings."
"169-121-520-051-566","","exclude","new_exclude","Although the correction concerns farmed salmonids, the record identifies the study organisms only generically as “salmonids,” which does not establish an eligible species."
"169-202-579-386-699","","exclude","new_exclude","The study concerns Arctic charr (Salvelinus alpinus), which is not an eligible species, despite its commercial roe-production context."
"169-329-190-855-221","retain","retain","agreement","The title explicitly identifies farmed salmon and evaluates an impact on wild salmon, establishing both eligible salmon context and aquaculture relevance."
"169-454-422-367-511","exclude","exclude","agreement","Atlantic salmon is mentioned only as a general imported seafood product, while the study concerns tilapia markets and aquaculture, not salmon aquaculture."
"169-624-239-020-789","","retain","new_retain","The study explicitly concerns rainbow trout reared on a small farm and genetic selection for commercial aquaculture operations."
"169-781-576-026-11X","retain","retain","agreement","The record explicitly concerns Norwegian salmonid farming, aquaculture farms, and salmon lice infestations, making it directly relevant to salmon aquaculture impacts despite not specifying an eligible salmon species."
"169-954-056-560-610","","exclude","new_exclude","Although salmon is tested as a food sample, the record provides no evidence that it is farmed or connected to commercial aquaculture."
"170-078-503-183-350","exclude","exclude","agreement","The record concerns wild salmon, treaty fishing rights, and river impacts, with no evidence of commercial salmon aquaculture or farming."
"170-208-767-651-325","","retain","new_retain","The record explicitly concerns rainbow trout and IPNV isolates from trout farms, establishing both eligible species and aquaculture context."
"170-288-100-256-151","retain","exclude","conflict","Although pink, chum, coho, and sockeye salmon are identified, the study concerns hatchery-based artificial reproduction solely for juvenile release and replenishment of wild fish stocks, which is excluded from commercial aquaculture."
"170-428-478-112-573","exclude","exclude","agreement","Although chum salmon (Oncorhynchus keta) is explicit, the record provides no evidence that the salmon skin was farmed or connected to commercial aquaculture."
"170-619-171-024-386","retain","retain","agreement","The record explicitly studies Atlantic salmon (Salmo salar) and commercial vaccine efficacy in post-smolt and adult production fish, with Salmones Camanchaca affiliation supporting commercial aquaculture relevance."
"170-697-030-136-257","exclude","retain","conflict","The study explicitly concerns pink salmon (Oncorhynchus gorbuscha) byproducts developed as feed ingredients for larval starter diets and dietary formulations, establishing aquaculture relevance."
"170-853-387-603-251","retain","retain","agreement","The record explicitly concerns Atlantic salmon (Salmo salar) aquaculture and proposes a commercial ocean-going aquaculture vessel for salmon production."
"171-018-122-499-599","retain","retain","agreement","The study explicitly concerns cultured rainbow trout (Oncorhynchus mykiss) and evaluates an antiparasitic treatment in rainbow trout aquaculture."
"171-157-350-072-183","retain","retain","agreement","The abstract explicitly studies slaughter methods for farmed Atlantic salmon, establishing both an eligible species and commercial aquaculture context."
"171-320-345-965-435","retain","retain","agreement","The record explicitly studies farming of rainbow trout (Oncorhynchus mykiss) and compares genetically improved strains in a farmer production context."
"171-530-144-302-147","retain","retain","agreement","The study explicitly concerns farmed rainbow trout (Oncorhynchus mykiss) and environmental impacts of trout cage farming in Lake Titicaca."
"171-755-406-451-466","","retain","new_retain","The record explicitly links salmon lice and wild salmonids in Norwegian salmon fjords to aquaculture management, establishing a salmon-aquaculture impact context despite generic species wording."
"171-890-458-817-214","retain","retain","agreement","The record explicitly studies Atlantic salmon in commercial-size sea-cages at salmon cage-sites and directly concerns winter conditions, welfare, and sustainability of the aquaculture industry."
"171-996-621-198-501","retain","retain","agreement","The record explicitly concerns Atlantic salmon (Salmo salar) and Atlantic salmon aquaculture, including disease and stress-related fish health management in an aquaculture environment."
"172-084-854-156-331","retain","retain","agreement","The study explicitly examines farmed Oncorhynchus mykiss (rainbow trout) and Salmo trutta from fish farms, with probiotics and pathogens evaluated for aquaculture application."
"172-186-813-124-170","retain","retain","agreement","The record explicitly studies farmed rainbow trout (Oncorhynchus mykiss) growth and survival in a mobile floating mariculture/fish-farm operation."
"172-333-753-438-449","retain","retain","agreement","The study explicitly examines Chinook salmon in an aquaculture facility and states direct relevance to commercial aquaculture, including growth, survival, and broodstock production."
"172-399-156-947-087","exclude","exclude","agreement","Although Chinook salmon is explicit, the record concerns commercial and sport landings and a marking program, with no evidence of aquaculture or farmed production."
"172-516-035-432-052","retain","retain","agreement","The study explicitly concerns farmed rainbow trout (Oncorhynchus mykiss) in Italian trout farms, including an outbreak investigation in a farm and its internal hatchery."
"172-682-844-397-385","exclude","retain","conflict","The book explicitly covers fish farming and farmed salmon, establishing both an eligible species and aquaculture context."
"172-873-239-223-485","retain","retain","agreement","The record explicitly studies farmed Atlantic salmon, commercial vaccines, and integrated control of sea lice and Piscirickettsia in salmon farming and aquaculture."
"173-045-622-344-469","","exclude","new_exclude","Although Chinook, coho, chum, and other Pacific salmon are studied, the record concerns wild Pacific salmon fisheries and does not establish commercial aquaculture relevance."
"173-206-104-001-284","","retain","new_retain","The title and abstract explicitly identify pond-reared/farmed rainbow trout (Oncorhynchus mykiss) and investigate parasites in fish farming/aquaculture."
"173-330-734-370-197","exclude","exclude","agreement","This is a composite “New Titles” book-listing record; the entry “Salmon: Economics and Marketing” does not establish an eligible species or commercial aquaculture context."
"173-508-662-968-020","retain","retain","agreement","The study explicitly examines freshwater rainbow trout (Oncorhynchus mykiss) fed experimental aquaculture diets, establishing both eligible species and aquaculture production relevance."
"173-607-744-073-064","exclude","uncertain","historical_uncertain","The record identifies eligible rainbow trout and Atlantic salmon and describes dietary and hatchery-condition experiments, but does not clearly establish commercial aquaculture rather than non-commercial hatchery rearing."
"173-778-726-300-362","","retain","new_retain","The record explicitly concerns a rainbow trout aquaculture facility and biofilms in and around the farm, establishing both eligible species and commercial aquaculture context."
"173-911-439-945-766","","retain","new_retain","The abstract explicitly studies farmed Atlantic salmon and aquafeed-related changes in its LC-PUFA content, establishing both eligible species and commercial aquaculture relevance."
"174-056-067-543-871","retain","retain","agreement","The record explicitly studies Atlantic salmon (Salmo salar) in RAS and freshwater net-pens in a commercial setting, with aquaculture breeding relevance."
"174-225-787-917-872","exclude","exclude","agreement","Although rainbow trout (Oncorhynchus mykiss) is identified, the study concerns non-native fish distribution and stocking in open waters; aquaculture is mentioned only as a future introduction pathway, not as the commercial production context investigated."
"174-377-195-624-868","retain","retain","agreement","The chapter explicitly concerns organic aquaculture and the development of standards for organic salmon production, establishing both eligible salmon and aquaculture relevance."
"174-622-087-250-607","retain","retain","agreement","The study explicitly examines rainbow trout (Oncorhynchus mykiss) in a recirculating aquaculture system integrated with spinach production."
"174-742-531-558-373","retain","retain","agreement","The title explicitly concerns furunculosis in Chilean salmon farms, establishing both relevant salmon aquaculture context and a production-related disease study."
"174-894-537-173-012","","exclude","new_exclude","Although pink salmon (Oncorhynchus gorbuscha) is identified, the study is a cage experiment on smolts and provides no evidence of commercial aquaculture or farming context."
"175-009-839-726-315","retain","retain","agreement","The title and abstract explicitly identify rainbow trout (Oncorhynchus mykiss) and evaluate aquaculture diets, including fishmeal replacement and growth, feed use, and nutrient excretion."
"175-091-297-734-77X","retain","retain","agreement","The title explicitly identifies farmed Atlantic salmon and compares them with wild salmon in a river migration study, establishing both an eligible species and a farming context."
"175-217-784-612-674","","exclude","new_exclude","This is a composite journal contents/reading-list record, not a coherent study or work concerning salmon aquaculture; the salmon aquaculture item is merely one listed entry."
"175-393-912-845-599","retain","retain","agreement","The study explicitly concerns wastewater from a land-based Atlantic salmon recirculating aquaculture system, establishing both eligible species and commercial aquaculture relevance despite measuring diatoms."
"175-497-223-207-598","retain","retain","agreement","The study explicitly examines farmed Atlantic salmon exposed to deltamethrin and azamethiphos used by fish farmers for sea-lice treatment, establishing both eligible species and commercial aquaculture relevance."
"175-606-065-821-25X","retain","retain","agreement","The abstract explicitly concerns salmon-louse management in open-cage salmon mariculture and salmon aquaculture, establishing both relevant salmon context and commercial aquaculture relevance."
"175-774-999-143-109","retain","retain","agreement","The study explicitly examines farmed Atlantic salmon fed commercial rainbow trout and salmon feeds in a 12-week feeding trial, establishing both eligible species and aquaculture-production relevance."
"175-881-924-320-215","retain","retain","agreement","The title explicitly identifies intensively farmed Atlantic salmon and examines growth and ecosystem impacts, establishing both eligible species and commercial aquaculture relevance."
"176-009-125-864-093","retain","retain","agreement","The study explicitly concerns rainbow trout (Oncorhynchus mykiss) and includes aquaculture as a keyword, with aquatic-animal-disease affiliations supporting aquaculture relevance."
"176-153-445-334-522","retain","retain","agreement","The abstract explicitly identifies sea lice as a major challenge to salmon aquaculture and investigates control strategies for aquaculture, satisfying the salmon-farming relevance rule despite the study organism being Caligus rogercresseyi."
"176-278-079-180-832","retain","retain","agreement","The study explicitly concerns Atlantic salmon and identifies its sterility application in farmed salmon, establishing direct aquaculture relevance."
"176-523-633-956-375","exclude","exclude","agreement","The record discusses broad salmon evolution, management, habitat loss, and commercial overexploitation but provides no evidence of aquaculture or farming context."
"176-711-829-793-051","retain","retain","agreement","The study explicitly examines farmed rainbow trout (Oncorhynchus mykiss) in salmonid aquaculture using commercial and selectively bred strains, aquaculture diets, and production performance."
"176-816-339-501-168","","exclude","new_exclude","This is a Gastronomica issue introduction covering general food systems and cellular-agriculture cultured salmon, with no eligible salmon or rainbow-trout commercial aquaculture context."
"176-957-301-500-302","","retain","new_retain","The abstract explicitly identifies Atlantic salmon and examines Amoebic Gill Disease dynamics in aquaculture environments, with Bakkafrost Scotland Ltd also listed among the affiliations."
"177-156-234-205-413","","retain","new_retain","The record explicitly concerns rainbow trout breeding and egg production in recycled-water installations and named breeding facilities, establishing commercial aquaculture relevance."
"177-239-529-747-715","retain","retain","agreement","The study explicitly investigates pre-smolt Atlantic salmon (Salmo salar) in Chilean salmon farming using experimental feeds and immune-growth outcomes, establishing direct commercial aquaculture relevance."
"177-300-594-291-97X","","retain","new_retain","The title explicitly concerns Scottish salmon farms, establishing both eligible salmon context and commercial aquaculture relevance."
"177-424-778-090-181","","retain","new_retain","The study explicitly examines farmed rainbow trout (Oncorhynchus mykiss) and vaccine/immunostimulant applications in aquaculture."
"177-632-123-007-785","retain","retain","agreement","The record explicitly studies cataracts and nutritional/environmental factors in farmed Atlantic salmon (Salmo salar), establishing both eligible species and commercial aquaculture relevance."
"177-716-556-438-773","exclude","exclude","agreement","Although rainbow trout is explicitly studied, the paper concerns wild trout held in experimental channels and streams for PIT-tag detection, with no commercial aquaculture or farming context."
"178-057-701-630-463","retain","retain","agreement","The record explicitly studies rainbow trout (Oncorhynchus mykiss) in intensive aquaculture systems at three farms for human consumption."
"178-193-886-992-597","retain","retain","agreement","The study explicitly examines Atlantic salmon (Salmo salar) juveniles reared in aquaculture, with aquaculture stated in the title, abstract, and keywords."
"178-410-058-632-471","","retain","new_retain","The record explicitly studies rainbow trout at a fish farm and identifies intensive fish-farming conditions, establishing both eligible species and commercial aquaculture context."
"178-483-603-391-325","retain","retain","agreement","Rainbow trout (Oncorhynchus mykiss) is explicitly identified, and the study concerns lactococcosis outbreaks in Mexican fish farms with aquaculture-focused affiliations."
"178-673-969-363-617","","exclude","new_exclude","Although rainbow trout is mentioned, the record is a West Asian Salmonidae taxonomy and conservation account, with aquaculture only as generic background and no commercial aquaculture focus."
"178-811-678-599-067","","retain","new_retain","The study explicitly uses a rainbow trout-derived cell line and evaluates functional feed ingredients for aquaculture applications."
"178-891-839-888-445","","retain","new_retain","The title explicitly concerns Atlantic salmon, and the abstract discusses salmon farming and demand for Atlantic salmon products in producing countries including Canada."
"179-130-319-107-692","exclude","exclude","agreement","The record concerns wild salmon-fishing tribes and hunter-gatherer culture, with no eligible commercial aquaculture or farming context."
"179-295-374-238-658","retain","retain","agreement","The title and abstract explicitly identify Atlantic salmon (Salmo salar) and tracking in commercial open-net sea cages at a commercial fish farm, establishing direct aquaculture relevance."
"179-405-914-804-978","retain","retain","agreement","The record explicitly concerns Atlantic salmon (Salmo salar) processing co-products and identifies aquaculture production and the processing of one of the most intensively farmed fish."
"179-633-614-817-536","retain","retain","agreement","The title explicitly concerns salmon farming, establishing both the relevant salmon context and commercial aquaculture relevance."
"179-827-503-014-074","retain","retain","agreement","The record explicitly concerns farmed Atlantic salmon (Salmo salar) and compares them with sea-ranched salmon, establishing both eligible species and aquaculture relevance."
"179-964-760-253-878","retain","retain","agreement","The abstract explicitly examines viral pathogens at fish farm sites and disease linkages between farmed Atlantic salmon aquaculture and wild Pacific salmon, establishing both eligible species and aquaculture relevance."
"180-180-985-976-110","","retain","new_retain","The record explicitly concerns Lepeophtheirus salmonis and hydrogen peroxide delousing in salmonid aquaculture/the salmon industry, directly establishing relevance to salmon aquaculture."
"180-298-320-239-259","exclude","exclude","agreement","The record concerns Salmonella enterica in finishing pigs and swineherds, with no eligible salmon, rainbow trout, or salmon aquaculture context."
"180-413-137-178-698","retain","retain","agreement","The title and abstract explicitly concern the salmon farming industry in Chile and Norway, establishing both salmon relevance and commercial aquaculture context."
"180-632-902-435-787","retain","retain","agreement","The abstract explicitly studies rainbow trout (Oncorhynchus mykiss) farms and pathogen spillover from aquaculture facilities."
"180-773-105-827-197","exclude","retain","conflict","The abstract explicitly identifies Atlantic salmon and rainbow trout and discusses diseases and pathogens in aquaculture species, including outbreaks that can wipe out farms."
"180-871-170-239-729","exclude","exclude","agreement","This is a composite book-review record, and its sole salmon-related item concerns Oregon Pacific fisheries rather than commercial salmon aquaculture."
"181-084-337-722-792","exclude","retain","conflict","The study explicitly examines farmed Atlantic salmon (Salmo salar) pre-smolts receiving experimental feeds during production, establishing both eligible species and aquaculture relevance."
"181-244-386-293-883","retain","retain","agreement","The record explicitly concerns rainbow trout (Oncorhynchus mykiss) and RMS prevention, surveillance, and disease management in trout farms and aquaculture systems."
"181-436-479-432-316","","retain","new_retain","The title explicitly identifies marine salmon farms and concerns disease diagnosis, treatment, and control in that aquaculture context."
"181-533-908-324-503","retain","retain","agreement","The title explicitly identifies farmed Chinook salmon (Oncorhynchus tshawytscha), establishing both an eligible species and aquaculture context."
"181-773-510-783-518","retain","retain","agreement","The study explicitly examines rainbow trout (Oncorhynchus mykiss) juveniles receiving dietary supplementation and vaccination, establishing a production-related aquaculture context."
"182-029-936-839-727","exclude","exclude","agreement","The study concerns brook trout (Salvelinus fontinalis), which is not an eligible species, and provides no evidence of commercial aquaculture beyond mentioning aquaculture as a general application."
"182-146-552-734-742","","retain","new_retain","The title explicitly identifies rainbow trout and aquaculture, establishing both an eligible species and commercial aquaculture relevance."
"182-295-559-651-48X","exclude","exclude","agreement","Although sliced cold-smoked salmon is tested, the record provides no evidence that it is farmed or connected to commercial aquaculture."
"182-546-705-913-489","","retain","new_retain","The title explicitly identifies rainbow trout as farmed in Patagonia, establishing both an eligible species and aquaculture context."
"182-639-084-372-255","exclude","exclude","agreement","The study concerns cultured culter (Culter alburnus), while rainbow trout is mentioned only for gene homology comparison and no eligible salmon/trout aquaculture subject is established."
"182-820-469-196-762","retain","retain","agreement","The record explicitly concerns Atlantic salmon (Salmo salar) aquaculture, including aquaculture-relevant diploid and triploid fish, amoebic gill disease, and industry production impacts."
"183-037-379-129-330","retain","retain","agreement","The abstract explicitly studies farmed Atlantic salmon (Salmo salar) and alternative feed ingredients in an aquaculture feed context."
"183-167-980-560-821","","exclude","new_exclude","Although Pacific salmon are mentioned, the record concerns endangered-species recovery and ecosystem management, with no substantive connection to commercial salmon aquaculture."
"183-220-387-363-157","exclude","exclude","agreement","The record is a business-ethics textbook whose only salmon reference is the film title “Salmon Fishing in the Yemen,” with no eligible salmon species or commercial aquaculture context."
"183-291-308-412-394","","exclude","new_exclude","The record concerns mussel farming and mentions only generic “salmonid farms,” which does not establish an eligible salmon species or explicit salmon-farming context under the screening criteria."
"183-401-368-695-925","","exclude","new_exclude","The record is a seed catalogue about garden and farm plants, with no eligible salmon or rainbow trout species and no aquaculture context."
"183-570-802-180-105","retain","retain","agreement","The title explicitly concerns the salmon farming industry in Europe, establishing both eligible salmon context and commercial aquaculture relevance."
"183-851-528-179-689","","retain","new_retain","The study explicitly examines rainbow trout and states its findings address antibiotic pollution impacts on aquaculture, supported by mariculture-focused affiliations."
"183-980-964-075-81X","","exclude","new_exclude","The study concerns brown trout (Salmo trutta), which is not an eligible species, and its aquaculture mention is only general background rather than the study context."
"184-100-667-122-833","exclude","retain","conflict","The title explicitly concerns salmon pancreas disease research at the Institute of Aquaculture, establishing both eligible salmon context and an aquaculture setting."
"184-158-689-180-526","retain","retain","agreement","The study explicitly concerns rainbow trout (Oncorhynchus mykiss) and evaluates probiotic treatment for disease management in salmonid aquaculture, with commercial aquaculture affiliation evidence from Clear Springs Foods."
"184-306-915-786-174","retain","retain","agreement","The abstract explicitly studies Atlantic salmon (Salmo salar) fry in recirculating aquaculture systems, establishing both eligible species and aquaculture context."
"184-490-270-152-651","exclude","exclude","agreement","The study concerns wild sockeye salmon stocks and commercial fishery catches in Barkley Sound, with no connection to commercial aquaculture."
"184-683-180-421-230","retain","retain","agreement","The title explicitly identifies cage-reared rainbow trout (Oncorhynchus mykiss) and freshwater farms, establishing both eligible species and aquaculture context."
"184-776-286-571-459","retain","retain","agreement","The title explicitly identifies Atlantic salmon and evaluates genetic impacts of farm escapes, establishing a direct connection to salmon aquaculture."
"184-929-983-230-486","exclude","exclude","agreement","Chum salmon is mentioned, but the record concerns wild river fish assemblages, fishing, and environmental impacts with no commercial aquaculture context."
"185-205-317-024-771","retain","retain","agreement","The study explicitly examines farmed rainbow trout (Oncorhynchus mykiss) juveniles and dietary feed formulation in an aquaculture context, supported by its Aquaculture Reports source and aquaculture affiliations."
"185-398-445-105-174","retain","retain","agreement","The record explicitly concerns salmon farming and farmed salmon production, including commercial processing and product quality."
"185-673-015-850-303","retain","retain","agreement","The study explicitly concerns rainbow trout (Oncorhynchus mykiss) and an important aquaculture pathogen, with findings intended to inform aquaculture disease management."
"185-765-515-853-760","retain","retain","agreement","The title explicitly concerns cultivation in an IMTA system with intensive salmon farming, establishing direct relevance to salmon aquaculture despite the study organism being Saccharina latissima."
"185-849-010-509-866","retain","retain","agreement","The abstract explicitly concerns the profitability and break-even economics of salmon farming and identifies Atlantic salmon retail prices, establishing both eligible species and commercial aquaculture context."
"185-977-222-006-132","retain","retain","agreement","The title explicitly concerns environmental monitoring of salmon farms, establishing salmon aquaculture relevance even though the species is not further specified."
"186-088-612-352-029","","retain","new_retain","The title explicitly identifies farmed rainbow trout, establishing both an eligible species and an aquaculture context."
"186-294-250-673-331","retain","retain","agreement","The study explicitly concerns farmed Chinook salmon and a vibriosis outbreak on a commercial salmon farm, establishing both eligible species and commercial aquaculture context."
"186-381-979-292-133","retain","retain","agreement","The record explicitly studies sludge from farmed Atlantic salmon (Salmo salar) sea-cage production and its use in integrated aquaculture."
"186-496-660-779-492","","uncertain","new_uncertain","The study explicitly examines commercial salmon, establishing eligible species evidence, but the supplied metadata do not establish that the salmon is farmed or otherwise connected to commercial aquaculture."
"186-675-972-873-473","","retain","new_retain","The study explicitly examines rainbow trout (Oncorhynchus mykiss) fed experimental diets and states its purpose is improving aquaculture productivity, establishing both eligible species and aquaculture context."
"186-880-410-050-830","retain","retain","agreement","The study explicitly examines rainbow trout (Oncorhynchus mykiss) from fish farms and is directly situated in aquaculture."
"187-006-059-366-330","exclude","retain","conflict","The record explicitly concerns Atlantic salmon (Salmo salar) and commercial fish processing lines, grading, filleting, and industrial production, establishing relevance to commercial aquaculture products and processing."
"187-089-783-269-247","retain","retain","agreement","The title and abstract explicitly identify cultured rainbow trout (Oncorhynchus mykiss) and rainbow-trout farming/rearing-environment context."
"187-257-645-898-440","retain","retain","agreement","The study explicitly examines Chinook (king) salmon (Oncorhynchus tshawytscha) under feeding conditions and directly addresses farmed fish, commercial aquaculture, and production management."
"187-414-976-394-454","","retain","new_retain","The record explicitly identifies rainbow trout (Oncorhynchus mykiss) and states that albino rainbow trout occur in fish farms in Turkey, with market-size and marketing comparisons establishing aquaculture production relevance."
"187-536-998-563-111","exclude","exclude","agreement","The study concerns genetically modified northern pike, an ineligible species, and provides no evidence of commercial aquaculture relevance for eligible salmon or rainbow trout."
"187-647-056-054-227","","retain","new_retain","The study explicitly concerns Atlantic salmon and vaccination in Chilean salmon aquaculture, including commercial vaccines used for salmon production."
"187-847-047-566-454","retain","retain","agreement","The abstract explicitly studies the global salmon farming industry, establishing both salmon relevance and commercial aquaculture context."
"188-031-881-706-599","retain","retain","agreement","The study explicitly examines rainbow trout (Oncorhynchus mykiss), identified as a commercial aquaculture species, and addresses stress responses relevant to aquaculture."
"188-207-879-810-182","retain","retain","agreement","The record explicitly concerns rainbow trout and fishmeal replacement in trout feeds for fed aquaculture, establishing both eligible species and commercial aquaculture relevance."
"188-345-632-672-086","","uncertain","new_uncertain","The title identifies eligible coho salmon, but provides no explicit evidence of commercial aquaculture or farming context; darker tanks may be experimental rather than production-related."
"188-572-504-893-247","","retain","new_retain","The abstract explicitly studies farmed rainbow trout of different age groups and bacterial infections/antibiotic susceptibility under farming conditions."
"188-745-346-216-605","","retain","new_retain","The abstract explicitly concerns a freshwater trout farm/RAS and identifies rainbow trout as the production species, establishing both eligible species and commercial aquaculture context."
"188-854-432-178-302","retain","retain","agreement","The study explicitly examines organically and conventionally farmed Atlantic salmon (Salmo salar), directly establishing both eligible species and aquaculture context."
"189-108-719-777-566","","uncertain","new_uncertain","The title identifies salmon and veterinary drug residues but does not establish that the tissue originated from commercial aquaculture."
"189-321-184-160-836","retain","retain","agreement","The title and abstract explicitly identify coho salmon and discuss commercial application in triploid Pacific salmon culture, establishing eligible species and aquaculture context."
"189-588-904-714-546","retain","retain","agreement","The study explicitly examines Atlantic salmon (Salmo salar) and connects the work to salmon aquaculture, with additional affiliations to aquaculture institutions and a salmon genetics company."
"189-701-211-115-307","exclude","exclude","agreement","Although the study concerns eligible coho salmon, it examines copper exposure and predator avoidance in an experimental ecological context with no connection to commercial aquaculture."
"189-868-943-893-483","","exclude","new_exclude","Although rainbow trout are mentioned, they were used as caged monitoring fish in a lake PCB-remediation study with no commercial aquaculture or farming context."
"190-032-452-464-604","","exclude","new_exclude","The record concerns Colletotrichum fruit rot of guava, with no eligible salmon or rainbow trout species and no aquaculture context."
"190-239-196-334-381","exclude","retain","conflict","The abstract explicitly studies rainbow trout (Oncorhynchus mykiss) and stress in farmed fish, including transport and stocking-density conditions."
"190-429-593-682-168","exclude","exclude","agreement","The study concerns shortnose sturgeon, not an eligible salmon or rainbow trout species; use of commercial salmon feed does not establish relevance to salmon aquaculture."
"190-558-026-320-073","retain","retain","agreement","The title and abstract explicitly identify farmed rainbow trout (Oncorhynchus mykiss) and investigate disease in an aquaculture context."
"190-750-217-005-13X","","exclude","new_exclude","Although aquaculture is explicit, Oncorhynchus mykiss is mentioned only as an illustrative example and the record focuses on ornamental fish aquaponics without an eligible salmon or trout study subject."
"190-914-182-917-646","retain","retain","agreement","The study explicitly concerns Atlantic salmon aquaculture and evaluates a treatment for amoebic gill disease in aquaculture industries."
"191-110-764-638-199","retain","exclude","conflict","Although Atlantic salmon (Salmo salar) are studied, the record describes experimental exposure and fish confined in sea pens after an oil spill without establishing commercial aquaculture or farm context."
"191-227-079-238-364","","exclude","new_exclude","Although Chinook and pink salmon are eligible species, the record concerns hatchery-origin marine survival and provides no clear evidence of commercial aquaculture beyond the generic keyword “aquaculture”."
"191-386-101-642-282","retain","retain","agreement","The title explicitly concerns B.C. salmon farms and evaluates effects of their drugs on the marine ecosystem, establishing salmon aquaculture relevance even without specifying the salmon species."
"191-508-007-830-298","retain","retain","agreement","The title and abstract explicitly concern mobile salmon aquaculture and innovative production systems in the Norwegian salmon aquaculture industry."
"191-702-780-340-834","retain","retain","agreement","The record explicitly concerns Atlantic salmon (Salmo salar) and states applications in aquaculture research and cellular seafood production, with industry affiliation also supporting commercial relevance."
"191-822-607-843-653","retain","retain","agreement","The study explicitly concerns farmed rainbow trout (Oncorhynchus mykiss) and functional feed additives in rainbow trout aquaculture."
"192-057-009-588-921","retain","retain","agreement","The abstract explicitly concerns aquaculture and evaluates salmon and trout aquaculture, including fishmeal and fish oil use in aquafeed."
"192-179-243-170-553","retain","retain","agreement","The study explicitly examines farmed Atlantic salmon (Salmo salar) and tooth replacement, establishing both eligible species and aquaculture context."
