lens_id,historical_decision,model_decision,category,model_reason
"090-973-295-149-502","","exclude","new_exclude","The record concerns farmed giant freshwater prawn (Macrobrachium rosenbergii), not an eligible salmon or rainbow trout species; salmonids are mentioned only as comparative examples."
"091-119-145-384-017","","retain","new_retain","The abstract explicitly studies rainbow trout semen and identifies its importance for commercial rainbow trout aquaculture and fish breeders."
"091-287-095-729-664","","exclude","new_exclude","Although Atlantic salmon are identified, the record concerns ecohydrology and restoration of upland salmon streams with no commercial aquaculture or farming context."
"091-388-225-342-277","","exclude","new_exclude","The record is a book about forestry and includes only incidental poetic mention of salmon, with no eligible salmon species in an aquaculture or farming context."
"091-470-842-371-885","","retain","new_retain","The study explicitly examines captive juvenile chum salmon (Oncorhynchus keta) and connects the findings to aquaculture feed formulation, establishing eligible species and aquaculture relevance."
"091-853-690-355-461","","retain","new_retain","The abstract explicitly concerns rainbow trout farms and investigates mortality in commercial trout culture units supplied by the Louros River."
"092-500-918-059-099","","exclude","new_exclude","The study concerns conservation/restoration benefiting juvenile salmon and cattle in Oregon estuaries, with no evidence of commercial aquaculture or farming."
"092-644-542-800-792","","exclude","new_exclude","The study concerns grass carp, while rainbow trout is mentioned only as an illustrative comparison and not as the study species; aquaculture context alone does not establish eligibility."
"092-706-326-682-729","","exclude","new_exclude","The review concerns aquaculture vaccines but identifies relevant fish only generically as “salmonids,” without naming an eligible salmon or rainbow trout species or explicitly referring to salmon farming."
"093-573-554-108-550","","retain","new_retain","The abstract explicitly concerns Atlantic salmon welfare and disease prevention in the Norwegian aquaculture industry, establishing both eligible species and commercial aquaculture relevance."
"093-791-543-305-968","","retain","new_retain","The record explicitly studies rainbow trout (Oncorhynchus mykiss) and states that the vaccine targets disease in Iranian fish farms, with an aquaculture-focused journal source."
"093-909-253-549-658","","exclude","new_exclude","Although the chapter concerns salmonid aquaculture feeds, it identifies the fish only generically as “salmonids,” not an eligible salmon or rainbow trout species."
"094-774-778-718-240","","retain","new_retain","The title explicitly identifies fish farms and endangered wild Pacific salmon, establishing both salmon relevance and a connection to aquaculture impacts."
"095-389-949-255-275","","exclude","new_exclude","Rainbow trout (Oncorhynchus mykiss) is explicitly identified, but no aquaculture, farming, production, or commercial context is supplied."
"095-793-537-343-150","","retain","new_retain","The study explicitly examines rainbow trout (Oncorhynchus mykiss) from UK rainbow trout farms and addresses depuration of a production-related quality taint."
"095-844-394-488-260","","retain","new_retain","The abstract explicitly concerns rainbow trout reared in a recirculating aquaculture system at an experimental facility, establishing both eligible species and aquaculture context."
"095-919-970-666-795","","exclude","new_exclude","The record concerns fish generally and the Salmonidae family without identifying an eligible salmon or rainbow trout species, and it does not establish a specific commercial aquaculture context."
"096-300-669-338-60X","","retain","new_retain","The title and abstract explicitly concern rainbow trout juveniles and the organizational, production, and economic planning of a proposed farm nursery, establishing eligible species and aquaculture context."
"096-534-560-302-357","","retain","new_retain","The record explicitly concerns Scottish salmonid aquaculture production and nutrient-discharge impacts, establishing a salmon aquaculture context even though the species is not specified beyond salmonids."
"097-033-375-316-547","","retain","new_retain","The study explicitly includes eligible rainbow trout and uses trout originating from fish farms, establishing a connected aquaculture and post-harvest quality context."
"097-171-615-400-699","","exclude","new_exclude","The study concerns farmed pikeperch, not an eligible salmon or rainbow trout species; rainbow trout is mentioned only as a comparison."
"097-369-022-902-427","","retain","new_retain","The study explicitly examines farmed rainbow trout fingerlings purchased from a fish farm and tests a dietary garlic extract under aquaculture conditions."
"097-555-975-340-303","","retain","new_retain","The abstract explicitly concerns VHS sanitation in infected rainbow trout farms and a fish-farm-owner-funded eradication programme, establishing both eligible species and commercial aquaculture context."
"097-683-993-796-730","","exclude","new_exclude","The study concerns experimental drift gill-net assessment of generic salmonid stocks, while aquaculture fish-farm nets are mentioned only as a prior application and no eligible species or commercial aquaculture context is established."
"098-659-725-665-626","","exclude","new_exclude","Although chum salmon are mentioned, the record concerns a general photography contest and only describes wild and hatchery research, with no commercial aquaculture context."
"098-867-977-979-273","","exclude","new_exclude","The record concerns aquaculture of generic “salmonids” without identifying an eligible salmon or rainbow trout species, so the species criterion fails."
"098-936-203-945-965","","exclude","new_exclude","Rainbow trout is mentioned only as an organism in an acute toxicity test, with no evidence that it is farmed or that the study concerns commercial aquaculture."
"099-582-852-934-124","","exclude","new_exclude","The record concerns a wild salmonid community and commercial fishery in Lake Huron, with no eligible species identified and no commercial aquaculture context."
"099-753-587-719-362","","exclude","new_exclude","The chapter only mentions salmon in the context of wild populations and commercial fisheries under climate change, with no eligible species-specific aquaculture or farming context."
"099-841-100-721-12X","","retain","new_retain","The study explicitly examines cultured rainbow trout sampled from six farms, establishing both an eligible species and commercial aquaculture context."
"099-969-455-039-309","","exclude","new_exclude","The record concerns Arctic char (Salvelinus alpinus), which is not an eligible salmon or rainbow trout species, despite its explicit aquaculture context."
"100-650-331-896-631","","exclude","new_exclude","Although the study concerns cultured/farmed salmonids, no eligible species such as Atlantic salmon or rainbow trout is identified; generic “salmonids” fails the species criterion."
"101-074-404-923-834","","retain","new_retain","The abstract explicitly models rainbow trout in an automated recirculating aquaculture system, establishing both eligible species and aquaculture context."
"101-171-266-909-405","","exclude","new_exclude","The study concerns farmed salmonids but does not identify an eligible salmon or rainbow trout species, so the species gate fails despite clear aquaculture context."
"101-308-683-098-249","","exclude","new_exclude","The report concerns pond-raised channel catfish aquaculture; rainbow trout is mentioned only as an example in background, not as the study species or aquaculture subject."
"101-384-342-589-634","","exclude","new_exclude","The study concerns salmon oil supplementation in pigs, with no eligible salmon species or commercial aquaculture context established."
"101-902-062-223-731","","exclude","new_exclude","The study directly examines fish identified only as generic “salmonid,” which does not satisfy the eligible-species criterion despite the aquaculture-area context."
"102-009-453-153-974","","uncertain","new_uncertain","Atlantic salmon is explicit, but the record does not establish that the salmon products originated from commercial aquaculture rather than wild sources."
"102-107-013-875-542","","retain","new_retain","The title explicitly identifies rainbow trout farming, and the abstract evaluates 14 commercial enterprises, their production systems, costs, capital, labor, and profitability."
"102-180-848-028-254","","retain","new_retain","The study explicitly concerns rainbow trout and resistance to heat stress relevant to fish-farm vulnerability, with aquaculture-linked affiliations including SYSAAF and a named pisciculture."
"102-612-937-168-124","","exclude","new_exclude","Although salmon is tested, the study concerns simulated seafood contamination and a phage isolated from a sea-cucumber aquaculture tank, with no explicit connection to farmed salmon or salmon aquaculture."
"102-843-001-368-661","","exclude","new_exclude","Although the study concerns an intensive recirculating fish-farming system, the fish are identified only as generic salmonids, which does not establish an eligible species or explicit salmon-farming context."
"103-016-514-761-036","","retain","new_retain","Rainbow trout is explicitly studied, and the abstract directly frames the antiviral prophylactic application within intensifying aquaculture and farmed-fish disease pressure."
"103-166-379-307-220","","retain","new_retain","The abstract explicitly identifies rainbow trout (Oncorhynchus mykiss) and analyzes the economic feasibility of rainbow trout aquaculture farms in Korea."
"104-276-254-719-022","","exclude","new_exclude","Although aquaculture relevance is explicit, the record identifies the fish only as generic “salmonids” and does not specify an eligible salmon or rainbow trout species."
"104-508-431-540-382","","retain","new_retain","The title explicitly concerns the salmon production cycle and the keywords identify aquaculture, establishing relevant salmon farming context despite the generic “salmonids” wording."
"104-733-164-434-884","","retain","new_retain","The study explicitly examines rainbow trout and evaluates sarafloxacin as an aquaculture therapeutant, establishing eligible species and aquaculture relevance."
"104-861-036-707-880","","retain","new_retain","The record explicitly studies rainbow trout and connects stress, aggression, welfare, breeding programmes, rearing conditions, and biomarkers to aquaculture and fish farming."
"105-102-817-058-720","","retain","new_retain","The title and abstract explicitly identify farmed rainbow trout and evaluate fin damage across seven rainbow trout farms and production systems."
"105-171-997-599-098","","exclude","new_exclude","The study explicitly concerns Black Sea salmon (Salmo labrax), which is not an eligible salmon or rainbow trout species, despite clear aquaculture context."
"105-325-028-163-366","","exclude","new_exclude","The study concerns farmed European whitefish (Coregonus lavaretus), which is not an eligible species; generic salmonid terminology does not satisfy the species criterion."
"105-424-175-086-974","","retain","new_retain","The record explicitly concerns aquaculture/fish farming and identifies rainbow trout (Oncorhynchus mykiss), an eligible species."
"105-653-800-231-807","","retain","new_retain","The study explicitly concerns rainbow trout broodstock and feeding with commercial diets, establishing a production-related aquaculture context."
"105-952-933-479-662","","retain","new_retain","The abstract explicitly concerns rainbow trout fed experimental soybean meal-based diets and dietary supplements at a fish culture station, establishing an aquaculture production/feed context."
"106-196-865-841-724","","retain","new_retain","The title explicitly concerns salmon aquaculture and its fungal-disease, water-quality, and climate-change impacts."
"106-587-022-088-939","","exclude","new_exclude","The study concerns European smelt and wild lake fish-community ecology, with no eligible salmon/rainbow trout species or commercial aquaculture context."
"107-162-758-036-288","","retain","new_retain","The record explicitly concerns rainbow trout (Oncorhynchus mykiss) and includes aquaculture as a keyword in an aquaculture-focused journal."
"107-912-602-843-956","","exclude","new_exclude","The study concerns salmonid aquaculture but identifies no eligible salmon or rainbow trout species, only generic salmonids."
"108-295-031-326-642","","retain","new_retain","The title explicitly identifies farmed rainbow trout and selection for feed efficiency, establishing both an eligible species and aquaculture production context."
"109-231-288-547-110","","retain","new_retain","The book explicitly includes a chapter on “Salmon Aquaculture” and its impacts on First Nations, establishing relevant salmon aquaculture context."
"109-997-303-816-139","","retain","new_retain","The record explicitly concerns production feed for fish farming and identifies salmon and trout as intended feed/colouring targets, with testing conducted on farmed fish in a peasant fish farm."
"110-398-956-268-281","","retain","new_retain","The record explicitly concerns rainbow trout (Oncorhynchus mykiss) farms and their artificial feeds, whose effects are relevant to the reservoir’s whitefish population."
"110-578-471-052-405","","retain","new_retain","The study explicitly examines cultured rainbow trout (Oncorhynchus mykiss) and identifies a disease pathogen in an aquaculture context."
"110-686-813-773-623","","exclude","new_exclude","The title concerns Lake Ontario salmon in an agricultural-commercial economy but provides no evidence of commercial aquaculture, farming, or an eligible species-specific production context."
"111-160-866-182-878","","exclude","new_exclude","The study concerns invasive mosquitofish and native newts in experimental mesocosms, with only generic salmonids mentioned as background and no eligible salmon species or commercial aquaculture context."
"111-312-823-346-553","","retain","new_retain","The record explicitly concerns farm-raised rainbow trout and its affiliated slaughterhouse and smoking plants, establishing both eligible species and commercial aquaculture/processing context."
"111-829-248-617-522","","retain","new_retain","The study explicitly concerns rainbow trout and genetic selection for growth in commercially important aquaculture stocks, establishing both eligible species and aquaculture relevance."
"112-396-409-957-153","","retain","new_retain","The abstract explicitly identifies rainbow trout (Oncorhynchus mykiss) and connects it to aquaculture, including introductions for aquaculture and ongoing aquaculture interests, while evaluating associated management impacts."
"112-507-713-523-957","","retain","new_retain","The record explicitly concerns rainbow trout aquaculture and selective breeding for bacterial disease resistance in the Troutlodge production population, with affiliation to Troutlodge Inc."
"113-633-791-932-688","","retain","new_retain","The article explicitly concerns aquaculture and on-farm management, and specifically identifies Atlantic salmon in intensive finfish production systems."
"113-819-142-490-512","","exclude","new_exclude","The study concerns farmed Arctic charr (Salvelinus alpinus), which is not among the eligible salmon or rainbow trout species; the aquaculture context is explicit but the species gate fails."
"113-913-371-723-739","","retain","new_retain","The study explicitly concerns rainbow trout (Oncorhynchus mykiss) and develops a vaccine against IHNV, identified as a serious pathogen in the salmonid aquaculture industry."
"114-010-085-544-309","","exclude","new_exclude","The record provides only generic “salmonids” among maricultured finfish and does not identify an eligible salmon or rainbow trout species."
"114-188-710-828-787","","retain","new_retain","The study explicitly examines farmed rainbow trout in a commercial aquaculture feeding experiment using microalgae-based replacements for fishmeal and fish oil."
"114-933-658-028-770","","retain","new_retain","The title and abstract explicitly identify rainbow trout (Oncorhynchus mykiss) in Portuguese trout farms/aquacultures and assess aquaculture water, feed, tanks, and fish."
"115-461-701-031-937","","exclude","new_exclude","The study directly concerns parasites of generic “salmonids” only, which does not establish an eligible species despite the aquaculture keyword."
"115-620-827-582-764","","exclude","new_exclude","The study concerns sea urchin production and only mentions salmon pellets as an experimental feed, without an eligible salmon species or connection to salmon aquaculture."
"116-144-624-404-96X","","exclude","new_exclude","The record concerns wild river fish and proposed hydropower impacts, with no eligible salmon/rainbow trout species and no commercial aquaculture context."
"116-342-652-761-54X","","exclude","new_exclude","The record identifies only the generic family Salmonidae, not an eligible salmon or rainbow trout species, and merely mentions aquaculture as a general cause of fish introductions."
"116-669-809-639-070","","exclude","new_exclude","The record concerns salmonid aquaculture but identifies the fish only generically as “salmonid,” without naming an eligible salmon or rainbow trout species."
"117-125-568-533-347","","uncertain","new_uncertain","The title explicitly identifies rainbow trout and formalin disinfection, but the supplied metadata do not clearly establish a commercial aquaculture or farming context."
"117-589-738-900-759","","retain","new_retain","The abstract explicitly studies 450 rainbow trout in an aquaculture survival experiment involving Aeromonas and Yersinia infections."
"118-021-594-194-967","","retain","new_retain","The record explicitly identifies rainbow trout (Oncorhynchus mykiss) and Atlantic salmon (Salmo salar) and concerns aquaculture and aquafeed research."
"118-257-806-029-578","","exclude","new_exclude","The record concerns aquaculture diets and waste but identifies the fish only generically as “salmonid,” without an eligible salmon or rainbow trout species."
"118-784-517-404-292","","exclude","new_exclude","Rainbow trout are studied, but the record concerns lampricide exposure in laboratory/Great Lakes contexts with no commercial aquaculture or farming connection."
"119-142-917-398-17X","","exclude","new_exclude","The study concerns native reservoir fish and mentions only generic salmonids, with no eligible species or commercial aquaculture context established."
"119-239-266-974-671","","retain","new_retain","The abstract explicitly concerns salmon aquaculture and fish pens, and directly identifies farmed Atlantic salmon (Salmo salar) alongside environmental impacts of farming."
"119-562-295-063-519","","retain","new_retain","The title explicitly identifies rainbow trout and a fish-cage production setting, establishing an eligible species and aquaculture context."
"119-700-545-012-830","","exclude","new_exclude","Although aquaculture impacts are studied, the salmon-related disease is described only in generic salmonids, with no eligible salmon or rainbow trout species identified."
"120-359-098-682-179","","retain","new_retain","The title explicitly identifies cage-reared rainbow trout, establishing both an eligible species and a farming/production context."
"121-595-844-538-12X","","exclude","new_exclude","The record concerns Indigenous social marketing and contains no eligible salmon/rainbow trout species or aquaculture context; “Salmon et al.” is only a cited author name."
"122-139-777-132-388","","exclude","new_exclude","The record is a composite farm-animal modelling book, and its only fish item concerns generic salmonids without an eligible species or aquaculture context."
"122-352-096-473-913","","exclude","new_exclude","The study concerns wild anadromous Arctic char (Salvelinus alpinus) conservation genetics and subsistence/commercial fisheries, with no eligible salmon or rainbow trout species and no commercial aquaculture context."
"122-501-096-198-372","","retain","new_retain","The erratum explicitly concerns antibiotic use in salmon aquaculture in Chile and Norway, establishing both eligible salmon and commercial aquaculture relevance."
"122-595-478-957-805","","retain","new_retain","The abstract explicitly identifies the species as rainbow trout (Oncorhynchus mykiss) and states it is studied in Turkish aquaculture, including live transfer within the production cycle."
"122-774-354-881-101","","exclude","new_exclude","The study concerns Arctic charr, brook charr, and their hybrids rather than an eligible salmon or rainbow trout species, despite explicit aquaculture context."
"122-835-141-082-644","","retain","new_retain","The record explicitly studies farmed rainbow trout (Oncorhynchus mykiss) production in commercial net-cage aquaculture enterprises, including their structural and biotechnical characteristics."
"123-391-632-280-583","","retain","new_retain","The study explicitly concerns juvenile Chinook salmon (Oncorhynchus tshawytscha) and tests an orally administered immunoprophylactic in pelleted feed, establishing aquaculture-related production and disease-control relevance."
"123-497-244-243-954","","exclude","new_exclude","Although the study concerns IMTA associated with salmonid fish farms, no eligible salmon or rainbow trout species is identified and generic “salmonid” terminology does not satisfy the species criterion."
"123-589-096-143-502","","retain","new_retain","The record explicitly studies rainbow trout production at 98 rainbow trout farms in Iran, establishing both an eligible species and commercial aquaculture context."
"123-665-015-348-795","","exclude","new_exclude","The study directly examines generic salmonid macrophages, and no eligible salmon or rainbow trout species is identified despite the aquaculture context of salmonid farms."
"124-248-548-193-465","","exclude","new_exclude","The record establishes intensive RAS aquaculture but identifies the fish only as generic salmonids, with no eligible salmon or rainbow trout species specified."
"124-378-304-334-685","","uncertain","new_uncertain","The record is explicitly about aquaculture and mentions salmonids, but no eligible salmon species or explicit salmon-farming context is identified."
"124-586-254-426-958","","retain","new_retain","The title explicitly identifies rainbow trout (Oncorhynchus mykiss), and the original study is in Aquaculture concerning infected fish and disease transmission; the corrigendum rule also supports retention."
"124-631-043-710-182","","retain","new_retain","The title and abstract explicitly identify farmed rainbow trout in a commercial serial-pass flow-through raceway system, establishing both eligible species and commercial aquaculture context."
"124-880-495-929-908","","retain","new_retain","The record explicitly studies farmed rainbow trout in a recirculating aquaculture system and addresses disease in commercial trout production."
"125-018-866-617-692","","retain","new_retain","The title explicitly identifies rainbow trout and recent outbreaks on rainbow trout farms, establishing both eligible species and commercial aquaculture context."
"125-467-886-528-324","","exclude","new_exclude","The study concerns Arctic charr (Salvelinus alpinus), which is not an eligible species, and generic reference to other salmonids does not establish eligibility."
"126-119-249-196-430","","retain","new_retain","The title and abstract explicitly identify rainbow trout and a rainbow trout fish-farm effluent, establishing both eligible species and aquaculture context."
"126-653-840-992-020","","exclude","new_exclude","The study concerns wild native southern brook trout (Salvelinus fontinalis) exposed to stream acidification in a national park, with no eligible salmon/rainbow trout species or commercial aquaculture context."
"127-573-411-615-530","","retain","new_retain","The study explicitly examines rainbow trout and states that the treatment has potential for antiviral use in aquaculture."
"127-706-988-085-868","","exclude","new_exclude","The study concerns farmed and wild tilapia, not an eligible salmon or rainbow trout species; salmonids are mentioned only as a disease comparison."
"127-798-530-157-824","","retain","new_retain","The record explicitly concerns rainbow trout cultivation at a trout farm in fish cages and production of marketable products, establishing both eligible species and commercial aquaculture context."
"128-844-591-481-063","","exclude","new_exclude","Although rainbow trout (Oncorhynchus mykiss) is explicitly studied, the record concerns oil-sands wastewater toxicity and provides no commercial aquaculture or farming context."
"130-919-532-051-907","","retain","new_retain","The record explicitly concerns genetic modeling in farmed animals and provides a pre-trained salmon model, establishing relevant salmon and farmed-aquaculture context."
"131-813-065-249-252","","exclude","new_exclude","The study concerns cultured salmonids in freshwater fish farms but does not identify any eligible salmon or rainbow trout species, so the direct-species gate fails."
"131-901-015-445-482","","retain","new_retain","The study explicitly concerns diseased farmed rainbow trout and evaluates an aquaculture disease-control treatment in the aquaculture journal Aquaculture."
"131-960-270-812-593","","retain","new_retain","The title explicitly identifies rainbow trout and states that they are farmed, establishing both eligible species and aquaculture context."
"132-191-794-450-768","","exclude","new_exclude","Although the study concerns aquaculture rearing and disease, the fish are identified only generically as “salmonid fishes,” which does not establish an eligible species."
"132-631-469-538-906","","exclude","new_exclude","The study directly examines wild flathead catfish and only mentions salmonid species as a mark–recapture context, with no eligible salmon/rainbow trout species or commercial aquaculture connection established."
"133-284-327-727-181","","exclude","new_exclude","The record mentions only generic salmonids in a fisheries genetics review and provides no explicit commercial aquaculture or farming context."
"133-513-422-201-125","","exclude","new_exclude","Although the pathogen is associated with salmonid farms and the affiliations are aquaculture-focused, the record identifies only generic “salmonid” hosts, not an eligible salmon or rainbow trout species."
"134-064-163-119-412","","retain","new_retain","The study explicitly concerns farmed rainbow trout in a high-density recirculating aquaculture system, directly establishing both eligible species and commercial aquaculture relevance."
"134-508-832-796-280","","retain","new_retain","The corrigendum concerns female Atlantic salmon (Salmo salar) and diet composition during maturation in the aquaculture journal Aquaculture; corrections to an otherwise eligible study are retained."
"134-618-699-344-935","","retain","new_retain","The study explicitly examines farmed rainbow trout sampled from 20 fish farms, establishing both eligible species and commercial aquaculture context."
"135-225-672-379-678","","exclude","new_exclude","The study explicitly concerns the salmonid aquaculture industry but identifies no eligible salmon or rainbow trout species, only generic salmonid terminology."
"136-007-671-021-51X","","retain","new_retain","The study explicitly examines rainbow trout isolates from fish-farm environments and is published in Aquaculture, establishing eligible species and aquaculture relevance."
"136-661-453-881-155","","retain","new_retain","The title and abstract explicitly identify rainbow trout and connect the developmental heat-stress study to farmed populations and aquaculture production."
"136-750-334-758-183","","retain","new_retain","The record explicitly identifies cage-reared rainbow trout (Oncorhynchus mykiss) cultured using artificial feed in freshwater farms, establishing both eligible species and aquaculture context."
"137-360-346-407-543","","exclude","new_exclude","The record concerns freshwater pearl mussel infestation of unspecified salmonids in a river field-lab setup, with no eligible species or commercial aquaculture context."
"137-741-220-971-121","","retain","new_retain","The record explicitly concerns marine aquaculture and fish farms, and identifies salmon/Salmo salar, addressing escaped farmed fish and their ecological consequences."
"137-836-078-507-96X","","exclude","new_exclude","The study concerns fish farms and VHSV but identifies hosts only generically as Salmonidae, without naming an eligible salmon or rainbow trout species."
"137-985-550-730-698","","retain","new_retain","The record explicitly concerns rainbow trout and industrial fish farming/aquaculture, including recirculating water systems, breeding, and bacterial water purification."
"138-383-261-895-320","","exclude","new_exclude","The record concerns Australian salmonid aquaculture but identifies no eligible species such as salmon or rainbow trout; generic “salmonid” terminology does not satisfy the species criterion."
"138-450-375-969-76X","","retain","new_retain","The title and abstract explicitly identify rainbow trout and describe its experimental cultivation with a feed additive, establishing direct commercial aquaculture relevance."
"138-520-145-026-847","","retain","new_retain","The study explicitly examines farmed/reared rainbow trout and evaluates vaccination and immunostimulant treatments in a production aquaculture context."
"138-854-351-359-386","","uncertain","new_uncertain","Rainbow trout is explicitly identified, but the metadata does not establish that the fish or virus isolate came from commercial aquaculture."
"139-301-226-139-911","","retain","new_retain","The title explicitly concerns rainbow trout farming and breeding goals to reduce environmental impacts, establishing both an eligible species and commercial aquaculture context."
"139-678-091-372-053","","exclude","new_exclude","The study concerns sea trout (Salmo trutta) from the Rega River, an ineligible species and apparently wild population, with no commercial aquaculture context."
"140-093-626-753-912","","retain","new_retain","The abstract explicitly concerns farmed rainbow trout and evaluates freeze-treatment and storage quality of the resulting product."
"140-341-955-008-067","","retain","new_retain","The record explicitly concerns rainbow trout from disease outbreaks on commercial farms and Polish aquaculture."
"140-447-380-774-478","","exclude","new_exclude","The record concerns commercial wild fisheries and generic salmonid/salmon set-net fishing, with no evidence of eligible salmon species in aquaculture or farming context."
"141-472-827-200-528","","exclude","new_exclude","The record concerns sea lice on farmed salmonids but does not identify an eligible salmon or rainbow trout species; generic salmonid terminology fails the species criterion."
"141-754-061-699-817","","retain","new_retain","The title and abstract explicitly identify rainbow trout in a Danish model trout farm and recirculating/flow-through production systems, establishing eligible species and commercial aquaculture relevance."
"142-136-610-326-545","","retain","new_retain","The abstract explicitly concerns aquaculture production and exports and identifies rainbow trout among the cultivated species in Türkiye’s Aegean Region."
"142-345-168-625-681","","exclude","new_exclude","Although aquaculture and cultured salmonids are discussed, no eligible salmon or rainbow trout species is explicitly identified; only the generic term “salmonids” is provided."
"142-488-578-360-506","","retain","new_retain","The correction explicitly concerns rainbow trout (Oncorhynchus mykiss) fed experimental diets in a sustainable aquaculture trial, and corrections to eligible aquaculture studies are retained."
"144-338-190-925-768","","exclude","new_exclude","The abstract mentions only generic farmed salmonids and the study directly analyzes Renibacterium salmoninarum, without identifying an eligible salmon species or establishing a specific commercial aquaculture context."
"144-544-389-226-486","","retain","new_retain","The study explicitly concerns rainbow trout (Oncorhynchus mykiss) fed pelleted diets at two aquaculture stations, establishing both eligible species and aquaculture context."
"144-900-051-159-210","","retain","new_retain","The abstract explicitly identifies farmed rainbow trout (Oncorhynchus mykiss) and examines industrial freezing, storage, and thawing processes relevant to aquaculture products."
"145-291-139-443-019","","retain","new_retain","The title and abstract explicitly identify rainbow trout (Oncorhynchus mykiss) and its farming/production for export at a named farm."
"146-143-040-427-213","","retain","new_retain","The study explicitly examines chum salmon (Oncorhynchus keta) fed experimental and commercial diets in the aquaculture-focused journal Aquaculture Nutrition, and it includes fishmeal."
"146-248-048-309-722","","exclude","new_exclude","The record concerns management of wild Pacific salmon fisheries and escapement, with no commercial aquaculture or salmon-farming context."
"146-428-040-428-282","","retain","new_retain","The title and abstract explicitly identify rainbow trout (Parasalmo mykiss) grown in aquaculture and studied on various diets."
"147-475-321-373-060","","exclude","new_exclude","The record concerns a droplet-based single-cell sequencing method applied to mouse and Drosophila brain cells, with no eligible salmon/rainbow trout species or aquaculture context."
"148-833-715-288-815","","uncertain","new_uncertain","Rainbow trout is explicitly identified, but the metadata does not clearly establish that the trout were involved in commercial aquaculture or farming."
"148-950-191-365-48X","","exclude","new_exclude","The record concerns commercially sold salmon sashimi but provides no evidence that the salmon originated from aquaculture or farming."
"149-272-966-716-203","","exclude","new_exclude","The record concerns peach anthracnose and on-farm peach fungicide trials, with no eligible salmon/rainbow trout species or salmon aquaculture context."
"149-488-243-844-626","","retain","new_retain","The abstract explicitly studies rainbow trout and evaluates processed feed ingredients for aquaculture formulations, establishing both eligible species and aquaculture relevance."
"150-430-407-923-544","","exclude","new_exclude","The study directly concerns generic salmonid diets without identifying an eligible salmon or rainbow trout species, so the species criterion fails."
"150-518-285-088-232","","exclude","new_exclude","The record discusses non-native fish invasions and mentions only the generic family Salmonidae, without identifying an eligible salmon/rainbow trout species or explicitly evaluating salmon aquaculture."
"150-643-234-962-033","","retain","new_retain","The study explicitly examines farmed rainbow trout at a fish farm and includes aquaculture department affiliations, establishing both eligible species and aquaculture context."
"152-008-829-647-331","","exclude","new_exclude","The record concerns land-based salmonid farm effluents but identifies only generic salmonids, not an eligible salmon or rainbow trout species."
"152-203-803-799-939","","exclude","new_exclude","The record explicitly concerns aquaculture feed for generic salmonid fish (Salmonidae) but does not identify an eligible salmon or rainbow trout species."
"152-620-595-981-37X","","uncertain","new_uncertain","Rainbow trout is explicitly identified, but the metadata do not establish that the by-products originated from commercial aquaculture or farmed fish."
"153-423-299-876-069","","retain","new_retain","The title explicitly identifies a rainbow trout farm and evaluates its physicochemical and microbiological effects on a stream, establishing both an eligible species and aquaculture context."
"153-687-809-745-667","","retain","new_retain","The record explicitly examines impacts associated with salmon farming and escaped cultured salmonids, including effects linked to fish-farming production, so the salmon-farming context establishes relevance despite generic salmonid terminology."
"153-744-377-394-274","","retain","new_retain","The record explicitly concerns farmed Atlantic salmon post-smolts reared for 22 months in a commercial freshwater recirculating aquaculture system."
"154-558-562-642-089","","retain","new_retain","The abstract explicitly discusses fishmeal and feeds for farmed salmon, establishing both eligible salmon context and commercial aquaculture relevance."
"154-995-055-065-315","","retain","new_retain","The abstract explicitly concerns AquAdvantage transgenic salmon produced in aquaculture for human consumption and discusses FDA production constraints."
"155-450-990-494-168","","retain","new_retain","The abstract explicitly concerns rainbow trout in an aquaculture context, including fish-feed delivery of phage therapy for controlling bacterial infections."
"155-980-633-910-766","","exclude","new_exclude","The study concerns Labeo rohita, an ineligible species, and does not study Atlantic/Pacific salmon or rainbow trout despite an aquaculture-related affiliation."
"156-290-532-419-677","","retain","new_retain","The abstract explicitly links Saprolegnia pathogens to the salmon industry and investigates disease surveillance in aquaculture environments."
"156-387-713-972-157","","retain","new_retain","The abstract explicitly investigates nutrient effluent from a salmon farm, establishing relevant salmon aquaculture context even though macroalgae are the organisms measured."
"156-633-288-965-140","","retain","new_retain","The title explicitly identifies Atlantic salmon (Salmo salar) farms and examines fallowing as a farm disease-control method, establishing eligible species and aquaculture context."
"156-758-577-869-779","","exclude","new_exclude","Aquaculture relevance is explicit, but the fish are identified only as generic salmonids, with no eligible salmon or rainbow trout species specified."
"157-272-060-137-838","","retain","new_retain","The record explicitly concerns rainbow trout and a pathogenic virus isolated after a survey of trout farms, establishing both eligible species and aquaculture relevance."
"157-361-800-564-275","","exclude","new_exclude","The study directly examines brook trout (Salvelinus fontinalis), which is not an eligible species; generic salmonid and aquaculture references do not establish eligibility."
"157-426-149-206-392","","retain","new_retain","The title and abstract explicitly identify farmed/cultured rainbow trout from multiple farms, establishing both eligible species and aquaculture context."
"157-544-893-590-318","","retain","new_retain","The record explicitly concerns farmed rainbow trout and mechanization, feeding, production, and management of commercial culture farms."
"157-853-643-570-428","","exclude","new_exclude","Although aquaculture is central, salmon are mentioned only generically as “some salmonids” in an illustrative conservation example, with no eligible salmon or rainbow trout species or salmon-farming focus established."
